Id,SalePrice
2468,352842.94
2469,357235.28
2470,518371.84
2471,527169.06
2472,506159.0
2473,322619.62
2474,340724.66
2475,560915.1
2476,364520.12
2477,334202.25
2478,382732.28
2479,289409.22
2480,336451.97
2481,338594.6
2482,320168.16
2483,323274.94
2484,328202.94
2485,324881.9
2486,374483.25
2487,511503.0
2488,457534.34
2489,411777.16
2490,353164.3
2491,288659.3
2492,435667.22
2493,369126.75
2494,401801.5
2495,314799.12
2496,532084.56
2497,446808.78
2498,319739.66
2499,282767.12
2500,338380.3
2501,370947.97
2502,385731.94
2503,327654.75
2504,467806.34
2505,527811.9
2506,540358.6
2507,592745.4
2508,540358.6
2509,483674.16
2510,524181.97
2511,454106.2
2512,510349.62
2513,518705.78
2514,550214.6
2515,336666.25
2516,412741.3
2517,333238.06
2518,344701.03
2519,518705.78
2520,505850.12
2521,499100.94
2522,515384.75
2523,322953.56
2524,336987.62
2525,335273.53
2526,338594.6
2527,324346.25
2528,321346.6
2529,319739.66
2530,275482.28
2531,497279.72
2532,525026.5
2533,503279.0
2534,534037.94
2535,624777.4
2536,531454.3
2537,507148.22
2538,476175.03
2539,445535.75
2540,415098.2
2541,477781.97
2542,391731.25
2543,327453.03
2544,298301.03
2545,371912.12
2546,398921.5
2547,384458.9
2548,466401.1
2549,378018.56
2550,1000187.2
2551,387458.56
2552,330024.16
2553,305157.38
2554,355199.78
2555,365282.56
2556,264019.3
2557,274303.84
2558,504860.9
2559,379518.38
2560,411670.03
2561,435679.75
2562,426454.0
2563,429132.28
2564,502100.56
2565,358520.84
2566,369757.0
2567,372340.66
2568,439738.2
2569,432024.78
2570,384566.03
2571,361722.22
2572,472759.38
2573,499743.72
2574,655523.75
2575,402778.2
2576,398694.72
2577,423013.3
2578,314597.38
2579,181396.77
2580,440475.56
2581,296694.1
2582,334416.5
2583,537573.25
2584,411777.16
2585,376304.47
2586,468997.28
2587,476389.28
2588,416396.28
2589,382530.56
2590,478853.28
2591,516764.9
2592,498993.78
2593,531038.3
2594,450892.25
2595,504041.44
2596,569391.0
2597,432346.2
2598,584376.7
2599,649763.8
2600,354210.56
2601,372888.84
2602,298729.56
2603,288016.53
2604,298729.56
2605,298729.56
2606,335166.4
2607,417883.6
2608,406729.5
2609,380589.7
2610,312454.78
2611,354008.8
2612,353378.56
2613,314597.38
2614,322203.66
2615,411134.38
2616,382316.3
2617,419692.28
2618,421526.0
2619,516348.9
2620,435988.62
2621,451629.66
2622,462878.34
2623,584603.5
2624,555023.0
2625,651345.7
2626,397850.22
2627,492471.38
2628,708672.94
2629,817529.94
2630,673855.6
2631,743395.75
2632,708351.56
2633,592543.7
2634,623182.94
2635,390672.47
2636,516991.7
2637,434072.8
2638,566378.8
2639,473484.25
2640,390779.6
2641,275375.16
2642,424632.78
2643,389601.16
2644,373411.94
2645,382959.1
2646,374174.4
2647,389601.16
2648,387137.16
2649,375768.8
2650,431073.16
2651,428596.62
2652,686282.75
2653,536823.3
2654,504457.44
2655,609041.75
2656,645251.8
2657,632931.8
2658,604851.1
2659,619420.9
2660,616099.8
2661,600899.8
2662,599614.25
2663,568533.94
2664,576581.25
2665,589544.0
2666,587401.4
2667,428596.62
2668,477889.12
2669,414669.66
2670,617706.75
2671,477889.12
2672,464176.44
2673,479924.6
2674,483888.4
2675,440393.5
2676,489244.94
2677,474984.06
2678,566807.3
2679,575176.0
2680,602815.6
2681,714779.4
2682,655523.75
2683,783878.5
2684,630669.56
2685,663344.3
2686,573890.44
2687,542394.1
2688,524610.5
2689,500399.03
2690,691746.4
2691,456450.5
2692,394957.7
2693,468033.12
2694,393779.25
2695,498672.4
2696,487852.25
2697,469413.28
2698,458057.47
2699,422383.06
2700,402992.47
2701,414026.88
2702,333023.8
2703,449808.44
2704,356913.88
2705,332595.28
2706,324560.5
2707,326274.6
2708,336880.5
2709,324881.9
2710,327988.7
2711,601517.56
2712,666236.8
2713,440500.62
2714,449071.06
2715,435881.47
2716,433751.4
2717,499529.44
2718,531466.8
2719,354985.53
2720,460962.53
2721,339773.03
2722,416799.75
2723,377174.03
2724,323382.06
2725,339773.03
2726,349414.75
2727,440273.8
2728,432024.78
2729,381446.72
2730,360877.7
2731,360033.2
2732,338915.97
2733,380696.8
2734,401158.72
2735,357449.53
2736,412300.28
2737,327453.03
2738,396873.5
2739,406099.25
2740,380602.22
2741,373304.8
2742,415740.97
2743,373947.6
2744,393029.34
2745,385101.7
2746,335166.4
2747,441345.12
2748,349843.28
2749,334845.03
2750,340308.7
2751,321882.25
2752,536489.44
2753,375447.44
2754,510003.16
2755,413169.84
2756,212691.36
2757,212905.61
2758,258877.06
2759,443487.75
2760,370292.66
2761,395386.22
2762,401921.16
2763,462556.94
2764,475746.5
2765,580305.75
2766,344688.5
2767,247722.98
2768,393873.84
2769,350378.94
2770,430001.84
2771,319739.66
2772,336987.62
2773,442939.56
2774,405872.44
2775,359258.22
2776,424311.4
2777,471032.78
2778,425609.5
2779,390754.53
2780,383173.34
2781,317597.03
2782,274303.84
2783,283718.78
2784,330024.16
2785,394945.16
2786,189015.55
2787,399242.9
2788,226296.9
2789,543452.9
2790,360877.7
2791,330024.16
2792,245580.38
2793,468341.97
2794,260792.89
2795,369019.6
2796,314597.38
2797,538940.9
2798,334939.62
2799,369662.38
2800,314918.78
2801,378031.1
2802,379518.38
2803,478412.25
2804,402872.8
2805,337737.53
2806,321346.6
2807,433001.5
2808,341165.72
2809,372674.56
2810,340630.06
2811,383375.06
2812,384030.38
2813,437904.44
2814,435976.1
2815,320596.7
2816,514099.2
2817,334309.38
2818,313954.6
2819,500172.22
2820,326369.2
2821,350378.94
2822,487839.72
2823,665997.5
2824,394302.38
2825,386589.0
2826,340415.8
2827,444987.56
2828,546761.4
2829,426882.53
2830,519027.16
2831,447464.1
2832,470377.47
2833,533823.7
2834,511849.44
2835,490959.03
2836,489030.66
2837,421311.75
2838,345022.4
2839,433203.22
2840,470711.38
2841,505421.62
2842,508635.53
2843,421311.75
2844,409955.94
2845,319739.66
2846,506814.3
2847,460628.6
2848,508969.44
2849,522562.47
2850,600673.06
2851,537560.75
2852,525776.4
2853,531775.7
2854,363461.38
2855,466961.8
2856,504136.06
2857,490637.62
2858,461176.78
2859,335582.4
2860,381030.75
2861,353164.3
2862,502743.34
2863,370531.97
2864,565950.25
2865,387458.56
2866,501136.4
2867,282017.22
2868,415955.25
2869,360543.78
2870,340510.4
2871,333225.53
2872,144222.53
2873,318120.16
2874,393338.2
2875,416169.5
2876,476496.4
2877,434381.66
2878,493315.88
2879,384125.0
2880,365162.9
2881,438666.88
2882,411121.84
2883,497065.44
2884,490423.38
2885,465556.6
2886,475185.78
2887,331738.25
2888,410277.3
2889,253734.81
2890,250413.77
2891,448094.34
2892,214405.44
2893,376733.0
2894,236581.42
2895,553964.2
2896,539823.0
2897,446701.66
2898,450879.72
2899,523217.78
2900,402242.56
2901,449379.9
2902,422918.72
2903,573461.94
2904,605827.8
2905,216844.38
2906,464604.94
2907,366877.0
2908,320810.94
2909,404158.38
2910,249235.34
2911,298729.56
2912,372876.3
2913,298729.56
2914,298729.56
2915,298729.56
2916,298729.56
2917,358306.56
2918,331095.47
2919,532311.3
